scala,naive,0,3.761934078
scala,naive,0,1.167530194
scala,naive,0,.875052056
scala,naive,0,.817026902
scala,naive,0,.827973869
scala,naive,1,.962108345
scala,naive,1,1.032274479
scala,naive,1,.949293511
scala,naive,1,1.364961743
scala,naive,1,1.097410566
scala,naive,2,.847569992
scala,naive,2,1.307180372
scala,naive,2,1.130490928
scala,naive,2,.885322771
scala,naive,2,.757162784
scala,naive,3,.652434635
scala,naive,3,.666320711
scala,naive,3,.677594523
scala,naive,3,.627008564
scala,naive,3,.644515875
scala,naive,4,.641167446
scala,naive,4,.619768546
scala,naive,4,.612326567
scala,naive,4,.722614302
scala,naive,4,.595945518
scala,naive,5,.677961353
scala,naive,5,.583774064
scala,naive,5,.629013945
scala,naive,5,.673980662
scala,naive,5,.694485549
scala,naive,6,.587816840
scala,naive,6,.649305647
scala,naive,6,.574516148
scala,naive,6,.604147659
scala,naive,6,.593790026
scala,naive,7,.633621582
scala,naive,7,.582458831
scala,naive,7,.609607949
scala,naive,7,.608770661
scala,naive,7,.607797830
scala,naive,8,.613640142
scala,naive,8,.581509400
scala,naive,8,.684908201
scala,naive,8,.715982737
scala,naive,8,.563635591
scala,naive,9,.679720615
scala,naive,9,.695845495
scala,naive,9,.646057355
scala,naive,9,.626905070
scala,naive,9,.688226733
scala,naive,10,.590604736
scala,naive,10,.677056099
scala,naive,10,.671097844
scala,naive,10,.624474521
scala,naive,10,.654770709
scala,naive,11,.614864461
scala,naive,11,.642561932
scala,naive,11,.547755788
scala,naive,11,.550290855
scala,naive,11,.577014755
scala,naive,12,.564718884
scala,naive,12,.687295352
scala,naive,12,.551537992
scala,naive,12,.673393642
scala,naive,12,.872713708
scala,naive,13,.601090712
scala,naive,13,.668896715
scala,naive,13,.585432674
scala,naive,13,.653715448
scala,naive,13,.633073549
scala,naive,14,.553650068
scala,naive,14,.558033310
scala,naive,14,.551379676
scala,naive,14,.543734324
scala,naive,14,.542519213
scala,naive,15,.568784704
scala,naive,15,.566638204
scala,naive,15,.584086220
scala,naive,15,.594976445
scala,naive,15,.768417683
scala,naive,16,.526136012
scala,naive,16,.640937939
scala,naive,16,.552582605
scala,naive,16,.555311505
scala,naive,16,.782612746
scala,naive,17,.607434894
scala,naive,17,.567485479
scala,naive,17,.576156371
scala,naive,17,.566500965
scala,naive,17,.664035983
scala,naive,18,.543233693
scala,naive,18,.552008479
scala,naive,18,.592812109
scala,naive,18,.626385343
scala,naive,18,.549758855
scala,naive,19,.554663286
scala,naive,19,.544244919
scala,naive,19,.584664418
scala,naive,19,.578936064
scala,naive,19,.555959326
scala,naive,20,.529303034
scala,naive,20,.570815269
scala,naive,20,.642422467
scala,naive,20,.616952881
scala,naive,20,.546342022
scala,naive,21,.557900765
scala,naive,21,.592485636
scala,naive,21,.628908758
scala,naive,21,.678625582
scala,naive,21,.571691482
scala,naive,22,.563483468
scala,naive,22,.574084006
scala,naive,22,.585077234
scala,naive,22,.578208675
scala,naive,22,.562795269
scala,naive,23,.571732820
scala,naive,23,.588950308
scala,naive,23,.601819763
